touch_id,customer_id,touch_type,touch_date,outcome,sales_rep
TCH_000070,CUST_0016,webinar,2024-05-12,neutral,Rep_04
TCH_000071,CUST_0016,webinar,2024-08-11,no_response,Rep_09
TCH_000072,CUST_0016,webinar,2024-06-10,neutral,Rep_08
TCH_000073,CUST_0016,email,2024-01-19,negative,Rep_07
TCH_000074,CUST_0016,call,2024-03-20,no_response,Rep_07
TCH_000075,CUST_0016,support_ticket,2024-07-08,neutral,Rep_12
TCH_000076,CUST_0017,email,2024-12-18,neutral,Rep_13
TCH_000077,CUST_0017,call,2024-07-07,no_response,Rep_10
TCH_000078,CUST_0017,email,2024-10-29,no_response,Rep_08
TCH_000079,CUST_0017,call,2024-09-19,no_response,Rep_11
TCH_000080,CUST_0018,support_ticket,2023-12-13,neutral,Rep_10
TCH_000081,CUST_0018,email,2024-11-17,no_response,Rep_06
TCH_000082,CUST_0018,qbr,2024-05-27,no_response,Rep_11
TCH_000083,CUST_0018,support_ticket,2023-08-09,neutral,Rep_01
TCH_000084,CUST_0019,email,2023-12-11,neutral,Rep_07
TCH_000085,CUST_0019,demo,2024-02-19,positive,Rep_14
TCH_000086,CUST_0020,demo,2024-03-23,neutral,Rep_05
TCH_000087,CUST_0020,email,2024-11-29,positive,Rep_04
TCH_000088,CUST_0020,email,2024-06-26,positive,Rep_09
TCH_000089,CUST_0020,demo,2024-04-15,no_response,Rep_03
TCH_000090,CUST_0020,call,2024-06-03,neutral,Rep_07
TCH_000091,CUST_0021,meeting,2024-04-22,neutral,Rep_15
TCH_000092,CUST_0021,qbr,2024-07-18,neutral,Rep_07
TCH_000093,CUST_0021,meeting,2024-09-07,negative,Rep_06
TCH_000094,CUST_0021,webinar,2024-03-23,positive,Rep_08
TCH_000095,CUST_0021,email,2024-09-02,negative,Rep_01
TCH_000096,CUST_0021,demo,2024-10-20,no_response,Rep_15
TCH_000097,CUST_0021,call,2024-12-15,neutral,Rep_13
TCH_000098,CUST_0021,demo,2024-03-06,positive,Rep_10
TCH_000099,CUST_0022,email,2024-07-23,neutral,Rep_03
TCH_000100,CUST_0022,qbr,2024-06-15,neutral,Rep_15
TCH_000101,CUST_0022,email,2024-06-23,neutral,Rep_07
TCH_000102,CUST_0022,support_ticket,2024-07-08,neutral,Rep_09
TCH_000103,CUST_0022,meeting,2024-09-13,no_response,Rep_12
TCH_000104,CUST_0023,email,2024-01-31,positive,Rep_10
TCH_000105,CUST_0023,webinar,2024-02-07,positive,Rep_04
TCH_000106,CUST_0024,demo,2024-12-17,no_response,Rep_04
TCH_000107,CUST_0024,email,2024-04-10,no_response,Rep_10
TCH_000108,CUST_0025,qbr,2024-05-30,negative,Rep_09
TCH_000109,CUST_0025,meeting,2024-09-11,positive,Rep_02
TCH_000110,CUST_0025,meeting,2024-12-15,positive,Rep_07
TCH_000111,CUST_0026,demo,2024-09-05,positive,Rep_06
TCH_000112,CUST_0026,support_ticket,2024-08-17,neutral,Rep_10
TCH_000113,CUST_0026,call,2024-08-19,neutral,Rep_05
TCH_000114,CUST_0026,email,2024-08-14,positive,Rep_01
TCH_000115,CUST_0026,webinar,2024-04-14,positive,Rep_07
TCH_000116,CUST_0027,call,2024-12-15,negative,Rep_01
TCH_000117,CUST_0027,email,2024-10-11,neutral,Rep_15
TCH_000118,CUST_0027,email,2024-08-24,neutral,Rep_07
TCH_000119,CUST_0027,meeting,2024-04-15,neutral,Rep_07
TCH_000120,CUST_0027,qbr,2024-08-07,positive,Rep_02
TCH_000121,CUST_0027,call,2024-05-26,neutral,Rep_15
TCH_000122,CUST_0027,meeting,2024-09-22,positive,Rep_09
TCH_000123,CUST_0027,webinar,2024-10-21,neutral,Rep_13
TCH_000124,CUST_0027,qbr,2024-10-24,positive,Rep_08
TCH_000125,CUST_0028,meeting,2024-12-30,no_response,Rep_06
TCH_000126,CUST_0028,qbr,2024-08-19,positive,Rep_04
TCH_000127,CUST_0028,qbr,2024-09-18,no_response,Rep_07
TCH_000128,CUST_0028,email,2024-11-05,neutral,Rep_02
TCH_000129,CUST_0029,demo,2024-05-09,neutral,Rep_09
TCH_000130,CUST_0029,webinar,2024-04-02,no_response,Rep_04
TCH_000131,CUST_0029,call,2024-09-03,positive,Rep_04
TCH_000132,CUST_0029,call,2024-12-08,neutral,Rep_03
TCH_000133,CUST_0029,meeting,2024-08-03,positive,Rep_03
TCH_000134,CUST_0030,qbr,2024-12-19,no_response,Rep_14
TCH_000135,CUST_0030,call,2024-07-27,neutral,Rep_14
TCH_000136,CUST_0030,webinar,2024-07-20,positive,Rep_03
TCH_000137,CUST_0030,support_ticket,2024-03-22,neutral,Rep_01
TCH_000138,CUST_0031,support_ticket,2024-01-11,neutral,Rep_10
TCH_000139,CUST_0031,meeting,2024-02-18,no_response,Rep_05
TCH_000140,CUST_0031,meeting,2024-12-29,no_response,Rep_09
TCH_000141,CUST_0031,demo,2024-01-29,positive,Rep_06
TCH_000142,CUST_0031,call,2024-11-01,neutral,Rep_06
TCH_000143,CUST_0032,call,2024-11-12,positive,Rep_12
TCH_000144,CUST_0032,qbr,2024-11-09,no_response,Rep_02
TCH_000145,CUST_0032,qbr,2024-11-08,negative,Rep_13
TCH_000146,CUST_0033,email,2024-11-27,positive,Rep_08
TCH_000147,CUST_0033,qbr,2024-11-24,no_response,Rep_04
TCH_000148,CUST_0033,call,2024-12-12,neutral,Rep_09
TCH_000149,CUST_0033,support_ticket,2024-11-13,neutral,Rep_12
TCH_000150,CUST_0033,webinar,2024-12-22,positive,Rep_05
TCH_000151,CUST_0034,email,2024-01-23,no_response,Rep_03
TCH_000152,CUST_0034,webinar,2024-07-01,neutral,Rep_15
TCH_000153,CUST_0034,support_ticket,2024-09-12,no_response,Rep_14
TCH_000154,CUST_0034,email,2024-05-30,neutral,Rep_09
TCH_000155,CUST_0035,meeting,2024-08-31,no_response,Rep_06
TCH_000156,CUST_0035,email,2024-04-20,positive,Rep_14
TCH_000157,CUST_0035,demo,2024-02-08,negative,Rep_01
TCH_000158,CUST_0035,meeting,2024-02-28,positive,Rep_08
TCH_000159,CUST_0035,call,2024-10-23,neutral,Rep_05
TCH_000160,CUST_0035,demo,2023-08-30,positive,Rep_08
TCH_000161,CUST_0035,call,2024-05-29,neutral,Rep_04
TCH_000162,CUST_0035,demo,2023-12-26,positive,Rep_11
TCH_000163,CUST_0036,support_ticket,2024-10-06,no_response,Rep_13
TCH_000164,CUST_0036,demo,2024-12-22,positive,Rep_14
TCH_000165,CUST_0036,email,2024-08-29,positive,Rep_10
TCH_000166,CUST_0036,call,2024-09-27,positive,Rep_01
TCH_000167,CUST_0037,qbr,2024-05-14,positive,Rep_11
TCH_000168,CUST_0037,demo,2024-07-18,neutral,Rep_07
TCH_000169,CUST_0037,qbr,2024-09-07,positive,Rep_12
TCH_000170,CUST_0037,call,2023-10-09,neutral,Rep_13
TCH_000171,CUST_0037,email,2023-10-01,positive,Rep_11
TCH_000172,CUST_0037,support_ticket,2024-10-20,neutral,Rep_07
TCH_000173,CUST_0038,meeting,2024-12-17,neutral,Rep_11
TCH_000174,CUST_0038,meeting,2024-11-16,neutral,Rep_02
TCH_000175,CUST_0038,meeting,2024-12-21,no_response,Rep_09
TCH_000176,CUST_0038,email,2024-11-29,no_response,Rep_14
TCH_000177,CUST_0039,demo,2024-11-17,negative,Rep_03
TCH_000178,CUST_0040,call,2024-05-14,positive,Rep_11
TCH_000179,CUST_0040,email,2024-02-06,neutral,Rep_06
TCH_000180,CUST_0040,meeting,2023-12-18,neutral,Rep_10
TCH_000181,CUST_0040,email,2024-01-30,positive,Rep_12
TCH_000182,CUST_0040,support_ticket,2024-04-03,no_response,Rep_14
TCH_000183,CUST_0040,meeting,2024-08-08,no_response,Rep_06
TCH_000184,CUST_0040,email,2024-02-27,neutral,Rep_10
TCH_000185,CUST_0041,qbr,2024-06-03,no_response,Rep_11
TCH_000186,CUST_0041,email,2024-06-26,positive,Rep_01
TCH_000187,CUST_0041,call,2024-02-10,no_response,Rep_01
TCH_000188,CUST_0041,email,2024-06-24,neutral,Rep_12
TCH_000189,CUST_0041,demo,2024-10-08,no_response,Rep_04
TCH_000190,CUST_0041,webinar,2024-03-28,no_response,Rep_07
TCH_000191,CUST_0041,support_ticket,2024-07-31,positive,Rep_08
TCH_000192,CUST_0041,demo,2024-07-27,neutral,Rep_03
TCH_000193,CUST_0042,support_ticket,2024-10-04,neutral,Rep_11
TCH_000194,CUST_0042,support_ticket,2024-07-19,negative,Rep_13
TCH_000195,CUST_0042,email,2023-11-16,neutral,Rep_15
TCH_000196,CUST_0042,call,2024-07-24,positive,Rep_11
TCH_000197,CUST_0042,qbr,2024-05-17,neutral,Rep_06
TCH_000198,CUST_0042,meeting,2024-08-05,positive,Rep_08
TCH_000199,CUST_0043,email,2024-05-26,no_response,Rep_02
TCH_000200,CUST_0043,qbr,2024-07-04,positive,Rep_14
TCH_000201,CUST_0043,email,2024-07-08,neutral,Rep_12
TCH_000202,CUST_0043,support_ticket,2024-10-23,positive,Rep_09
TCH_000203,CUST_0043,call,2024-10-17,negative,Rep_12
TCH_000204,CUST_0044,webinar,2024-06-12,neutral,Rep_06
TCH_000205,CUST_0044,call,2024-02-16,neutral,Rep_03
TCH_000206,CUST_0045,support_ticket,2024-05-26,positive,Rep_15
TCH_000207,CUST_0045,demo,2024-08-10,neutral,Rep_01
TCH_000208,CUST_0045,email,2024-07-05,no_response,Rep_12
TCH_000209,CUST_0045,email,2024-09-08,neutral,Rep_01
TCH_000210,CUST_0045,email,2024-07-18,negative,Rep_04
TCH_000211,CUST_0045,qbr,2024-06-08,neutral,Rep_15
TCH_000212,CUST_0045,meeting,2024-12-12,negative,Rep_07
TCH_000213,CUST_0045,meeting,2024-06-05,neutral,Rep_15
TCH_000214,CUST_0045,meeting,2024-07-05,positive,Rep_05
TCH_000215,CUST_0046,support_ticket,2024-09-07,neutral,Rep_05
TCH_000216,CUST_0046,qbr,2024-03-31,no_response,Rep_03
TCH_000217,CUST_0046,demo,2024-06-02,neutral,Rep_09
TCH_000218,CUST_0046,qbr,2024-02-12,no_response,Rep_13
TCH_000219,CUST_0046,support_ticket,2024-03-14,neutral,Rep_12
TCH_000220,CUST_0047,email,2024-07-12,neutral,Rep_12
TCH_000221,CUST_0048,demo,2024-10-13,neutral,Rep_04
TCH_000222,CUST_0048,email,2024-11-02,neutral,Rep_14
TCH_000223,CUST_0048,call,2024-09-19,positive,Rep_06
TCH_000224,CUST_0048,webinar,2024-10-20,neutral,Rep_05
TCH_000225,CUST_0049,webinar,2024-03-11,no_response,Rep_06
TCH_000226,CUST_0049,support_ticket,2024-10-11,neutral,Rep_13
TCH_000227,CUST_0049,demo,2024-06-17,no_response,Rep_05
TCH_000228,CUST_0049,email,2024-10-04,no_response,Rep_03
TCH_000229,CUST_0050,qbr,2024-12-12,positive,Rep_04
TCH_000230,CUST_0050,support_ticket,2024-11-19,neutral,Rep_01
TCH_000231,CUST_0050,qbr,2024-12-24,neutral,Rep_13
TCH_000232,CUST_0050,demo,2024-11-19,neutral,Rep_13
TCH_000233,CUST_0051,call,2023-10-06,positive,Rep_07
TCH_000234,CUST_0051,webinar,2024-01-27,neutral,Rep_07
TCH_000235,CUST_0051,email,2024-05-05,neutral,Rep_04
TCH_000236,CUST_0051,demo,2024-01-13,neutral,Rep_12
TCH_000237,CUST_0052,demo,2024-04-04,neutral,Rep_05
TCH_000238,CUST_0052,call,2024-05-11,neutral,Rep_11
TCH_000239,CUST_0052,email,2024-02-20,neutral,Rep_07
TCH_000240,CUST_0052,support_ticket,2023-11-19,no_response,Rep_11
TCH_000241,CUST_0053,call,2024-11-17,neutral,Rep_08
TCH_000242,CUST_0053,call,2024-10-30,no_response,Rep_08
TCH_000243,CUST_0053,qbr,2024-11-01,neutral,Rep_15
TCH_000244,CUST_0053,webinar,2024-10-13,no_response,Rep_03
TCH_000245,CUST_0053,webinar,2024-10-16,positive,Rep_02
TCH_000246,CUST_0053,meeting,2024-11-10,positive,Rep_14
TCH_000247,CUST_0054,call,2024-04-04,no_response,Rep_01
TCH_000248,CUST_0054,call,2024-02-29,no_response,Rep_14
TCH_000249,CUST_0054,support_ticket,2024-03-29,positive,Rep_03
TCH_000250,CUST_0054,meeting,2024-10-21,positive,Rep_06
TCH_000251,CUST_0054,meeting,2024-05-26,no_response,Rep_02
TCH_000252,CUST_0054,email,2024-11-27,positive,Rep_04
TCH_000253,CUST_0054,meeting,2024-09-05,neutral,Rep_03
TCH_000254,CUST_0054,email,2024-09-30,neutral,Rep_09
TCH_000255,CUST_0054,support_ticket,2024-09-29,positive,Rep_02
TCH_000256,CUST_0054,webinar,2024-07-22,no_response,Rep_14
TCH_000257,CUST_0055,demo,2024-06-10,no_response,Rep_10
TCH_000258,CUST_0055,call,2024-12-10,neutral,Rep_07
TCH_000259,CUST_0055,qbr,2024-03-10,positive,Rep_12
TCH_000260,CUST_0055,support_ticket,2024-04-02,neutral,Rep_15
TCH_000261,CUST_0055,call,2024-07-27,positive,Rep_13
TCH_000262,CUST_0056,email,2024-06-28,positive,Rep_04
TCH_000263,CUST_0056,meeting,2024-11-13,positive,Rep_08
TCH_000264,CUST_0057,webinar,2024-09-28,positive,Rep_11
TCH_000265,CUST_0057,support_ticket,2024-11-12,positive,Rep_07
TCH_000266,CUST_0058,support_ticket,2024-09-25,no_response,Rep_13
TCH_000267,CUST_0058,email,2023-12-10,positive,Rep_05
TCH_000268,CUST_0058,qbr,2023-11-16,neutral,Rep_14
TCH_000269,CUST_0058,qbr,2024-07-19,no_response,Rep_08
TCH_000270,CUST_0059,meeting,2024-11-03,positive,Rep_13
TCH_000271,CUST_0059,call,2024-10-01,no_response,Rep_11
TCH_000272,CUST_0059,demo,2024-05-23,no_response,Rep_08
TCH_000273,CUST_0060,demo,2024-08-29,neutral,Rep_05
TCH_000274,CUST_0060,meeting,2024-07-27,positive,Rep_14
TCH_000275,CUST_0060,support_ticket,2024-09-16,no_response,Rep_13
TCH_000276,CUST_0060,email,2024-09-09,negative,Rep_09
TCH_000277,CUST_0061,support_ticket,2024-08-13,neutral,Rep_06
TCH_000278,CUST_0061,qbr,2024-08-28,neutral,Rep_15
TCH_000279,CUST_0062,meeting,2024-06-18,negative,Rep_07
TCH_000280,CUST_0062,qbr,2024-04-15,positive,Rep_05
TCH_000281,CUST_0062,call,2024-04-13,positive,Rep_08
TCH_000282,CUST_0062,meeting,2023-12-30,neutral,Rep_02
TCH_000283,CUST_0062,meeting,2024-09-23,no_response,Rep_01
TCH_000284,CUST_0062,qbr,2024-09-28,no_response,Rep_05
TCH_000285,CUST_0063,qbr,2024-12-07,negative,Rep_03
TCH_000286,CUST_0063,demo,2024-11-21,neutral,Rep_02
TCH_000287,CUST_0063,demo,2024-08-12,neutral,Rep_01
TCH_000288,CUST_0063,email,2024-05-14,neutral,Rep_02
TCH_000289,CUST_0063,email,2024-03-16,neutral,Rep_04
TCH_000290,CUST_0064,meeting,2024-01-06,positive,Rep_11
TCH_000291,CUST_0064,support_ticket,2023-09-22,no_response,Rep_07
TCH_000292,CUST_0064,qbr,2024-11-27,positive,Rep_13
TCH_000293,CUST_0064,support_ticket,2023-12-30,positive,Rep_08
TCH_000294,CUST_0064,demo,2023-10-19,neutral,Rep_01
TCH_000295,CUST_0064,qbr,2024-12-18,neutral,Rep_13
TCH_000296,CUST_0064,email,2023-11-29,neutral,Rep_09
TCH_000297,CUST_0064,meeting,2024-08-19,no_response,Rep_10
TCH_000298,CUST_0064,demo,2024-08-01,no_response,Rep_03
TCH_000299,CUST_0064,email,2024-12-30,neutral,Rep_11
TCH_000300,CUST_0064,call,2024-12-29,neutral,Rep_11
TCH_000301,CUST_0065,meeting,2024-10-16,neutral,Rep_06
TCH_000302,CUST_0065,support_ticket,2024-12-19,positive,Rep_15
TCH_000303,CUST_0065,email,2024-10-29,neutral,Rep_09
TCH_000304,CUST_0065,webinar,2024-02-04,neutral,Rep_12
TCH_000305,CUST_0065,webinar,2024-06-03,neutral,Rep_03
TCH_000306,CUST_0066,email,2024-12-19,no_response,Rep_11
TCH_000307,CUST_0066,demo,2024-12-29,neutral,Rep_12
TCH_000308,CUST_0066,webinar,2024-11-17,neutral,Rep_15
TCH_000309,CUST_0066,email,2024-11-03,neutral,Rep_06
TCH_000310,CUST_0067,webinar,2024-05-14,positive,Rep_09
TCH_000311,CUST_0067,meeting,2024-09-06,positive,Rep_01
TCH_000312,CUST_0067,webinar,2024-08-12,no_response,Rep_15
TCH_000313,CUST_0067,support_ticket,2024-05-22,no_response,Rep_14
TCH_000314,CUST_0067,email,2024-12-28,neutral,Rep_02
TCH_000315,CUST_0067,webinar,2024-11-05,no_response,Rep_10
TCH_000316,CUST_0068,meeting,2024-12-26,neutral,Rep_11
TCH_000317,CUST_0068,email,2024-11-06,positive,Rep_04
TCH_000318,CUST_0068,support_ticket,2024-11-14,positive,Rep_08
TCH_000319,CUST_0069,webinar,2024-10-22,positive,Rep_15
TCH_000320,CUST_0069,qbr,2024-07-12,positive,Rep_14
TCH_000321,CUST_0069,qbr,2024-09-01,no_response,Rep_08
TCH_000322,CUST_0069,qbr,2024-12-24,positive,Rep_01
TCH_000323,CUST_0070,call,2024-10-16,neutral,Rep_08
TCH_000324,CUST_0070,email,2024-11-20,negative,Rep_13
TCH_000325,CUST_0070,support_ticket,2024-09-28,no_response,Rep_04
TCH_000326,CUST_0070,meeting,2024-11-24,no_response,Rep_06
TCH_000327,CUST_0070,email,2024-06-06,neutral,Rep_04
TCH_000328,CUST_0071,webinar,2024-12-07,neutral,Rep_13
TCH_000329,CUST_0071,webinar,2024-06-30,neutral,Rep_07
TCH_000330,CUST_0071,meeting,2024-05-04,positive,Rep_04
TCH_000331,CUST_0072,meeting,2024-08-15,neutral,Rep_06
TCH_000332,CUST_0072,webinar,2024-05-31,neutral,Rep_12
TCH_000333,CUST_0073,support_ticket,2024-09-08,neutral,Rep_08
TCH_000334,CUST_0073,call,2024-12-23,neutral,Rep_06
TCH_000335,CUST_0073,meeting,2024-12-26,neutral,Rep_12
TCH_000336,CUST_0073,meeting,2024-12-18,positive,Rep_12
TCH_000337,CUST_0073,call,2024-10-13,no_response,Rep_08
TCH_000338,CUST_0073,call,2024-08-03,neutral,Rep_04
TCH_000339,CUST_0074,call,2024-08-23,positive,Rep_06
TCH_000340,CUST_0074,demo,2024-09-26,positive,Rep_06
TCH_000341,CUST_0074,meeting,2024-12-08,no_response,Rep_02
TCH_000342,CUST_0074,email,2024-09-07,no_response,Rep_04
TCH_000343,CUST_0074,email,2024-12-24,neutral,Rep_02
TCH_000344,CUST_0074,demo,2024-09-09,neutral,Rep_08
TCH_000345,CUST_0074,qbr,2024-10-14,no_response,Rep_12
TCH_000346,CUST_0075,webinar,2024-04-17,neutral,Rep_14
TCH_000347,CUST_0075,demo,2024-09-17,no_response,Rep_14
TCH_000348,CUST_0075,support_ticket,2024-07-04,no_response,Rep_05
TCH_000349,CUST_0075,webinar,2024-05-12,no_response,Rep_10
TCH_000350,CUST_0075,demo,2024-10-05,neutral,Rep_01
TCH_000351,CUST_0075,meeting,2024-07-19,neutral,Rep_07
TCH_000352,CUST_0075,support_ticket,2024-02-22,no_response,Rep_07
TCH_000353,CUST_0075,call,2024-07-22,neutral,Rep_04
TCH_000354,CUST_0076,qbr,2024-11-24,positive,Rep_05
TCH_000355,CUST_0076,qbr,2024-10-17,positive,Rep_14
TCH_000356,CUST_0076,support_ticket,2024-12-19,neutral,Rep_04
TCH_000357,CUST_0077,demo,2024-11-18,positive,Rep_12
TCH_000358,CUST_0077,call,2024-06-16,neutral,Rep_10
TCH_000359,CUST_0077,demo,2024-06-14,neutral,Rep_01
TCH_000360,CUST_0077,meeting,2024-07-08,positive,Rep_13
TCH_000361,CUST_0077,support_ticket,2024-07-02,positive,Rep_01
TCH_000362,CUST_0077,support_ticket,2024-08-25,positive,Rep_10
TCH_000363,CUST_0078,email,2024-11-14,no_response,Rep_09
TCH_000364,CUST_0078,meeting,2024-12-23,no_response,Rep_11
TCH_000365,CUST_0078,call,2024-11-04,negative,Rep_03
TCH_000366,CUST_0078,email,2024-11-19,no_response,Rep_11
TCH_000367,CUST_0078,webinar,2024-10-18,negative,Rep_09
TCH_000368,CUST_0078,qbr,2024-11-16,neutral,Rep_01
TCH_000369,CUST_0079,call,2024-06-25,neutral,Rep_07
TCH_000370,CUST_0079,meeting,2024-10-31,positive,Rep_02
TCH_000371,CUST_0079,webinar,2024-12-03,no_response,Rep_01
TCH_000372,CUST_0079,meeting,2024-07-22,no_response,Rep_02
TCH_000373,CUST_0079,meeting,2024-12-04,neutral,Rep_13
TCH_000374,CUST_0079,webinar,2024-12-26,neutral,Rep_09
TCH_000375,CUST_0079,webinar,2024-07-30,no_response,Rep_04
TCH_000376,CUST_0079,email,2024-07-17,no_response,Rep_05
TCH_000377,CUST_0080,call,2024-03-05,positive,Rep_06
TCH_000378,CUST_0080,meeting,2024-08-12,positive,Rep_04
TCH_000379,CUST_0080,call,2024-05-14,no_response,Rep_10
TCH_000380,CUST_0080,meeting,2024-06-28,positive,Rep_06
TCH_000381,CUST_0080,demo,2024-08-27,positive,Rep_07
TCH_000382,CUST_0080,support_ticket,2024-03-14,neutral,Rep_06
TCH_000383,CUST_0081,qbr,2024-11-27,positive,Rep_13
TCH_000384,CUST_0081,call,2024-11-11,positive,Rep_03
TCH_000385,CUST_0081,support_ticket,2024-12-27,neutral,Rep_12
TCH_000386,CUST_0081,qbr,2024-09-01,no_response,Rep_10
TCH_000387,CUST_0081,call,2024-08-31,no_response,Rep_11
TCH_000388,CUST_0082,qbr,2024-11-01,no_response,Rep_09
TCH_000389,CUST_0082,support_ticket,2024-11-20,neutral,Rep_05
TCH_000390,CUST_0082,demo,2024-10-30,positive,Rep_03
TCH_000391,CUST_0082,meeting,2024-10-19,negative,Rep_10
TCH_000392,CUST_0082,email,2024-12-02,no_response,Rep_01
TCH_000393,CUST_0082,demo,2024-12-03,positive,Rep_08
TCH_000394,CUST_0082,support_ticket,2024-12-15,neutral,Rep_10
TCH_000395,CUST_0082,support_ticket,2024-12-11,positive,Rep_07
TCH_000396,CUST_0083,support_ticket,2024-12-13,positive,Rep_03
TCH_000397,CUST_0083,meeting,2024-10-29,neutral,Rep_11
TCH_000398,CUST_0083,call,2024-12-21,positive,Rep_06
TCH_000399,CUST_0083,meeting,2024-12-18,no_response,Rep_13
TCH_000400,CUST_0083,qbr,2024-09-27,positive,Rep_03
TCH_000401,CUST_0083,demo,2024-12-31,neutral,Rep_10
TCH_000402,CUST_0083,meeting,2024-10-29,positive,Rep_12
TCH_000403,CUST_0083,demo,2024-09-19,positive,Rep_02
TCH_000404,CUST_0083,meeting,2024-11-22,positive,Rep_01
TCH_000405,CUST_0083,webinar,2024-11-07,neutral,Rep_01
TCH_000406,CUST_0084,call,2024-03-29,neutral,Rep_10
TCH_000407,CUST_0084,support_ticket,2024-12-27,no_response,Rep_02
TCH_000408,CUST_0084,call,2024-12-12,neutral,Rep_06
